家居 	 屋顶花园 与 室内 生动 的 空间 关系 ( 图 ) 如今 ， 伴随 着 企业 在 办公 模式 、 管理 方式 ， 内部 组织 结构 的 变化 ， 对 办公 空间 也 提出 了 新 的 要求 。 设计师 认为 办公建筑 更 像是 承载 着 工作人员 活动 的 容器 ， 需要 有 充分 的 流动性 和 适应性 ， 用来 满足 不同 的 功能 的 需要 。 我们 可以 清晰 的 看见 在 空间 处理 上 ， 室内 以 规整 有序 的 建筑 结构 为 三维 框架 ， 在 立体 的 框架 中 设置 不同 的 功能 单元 ( 会议 、 办公 、 接待 等 ) ， 通过 中庭 楼梯 等 多种形式 的 交通 空间 将 其 串联 起来 。 置身 在 办公 空间 内部 的 人们 ， 在 感受 令人 愉悦 的 内部 外部 景观 的 同时 ， 也 能 感受 到 室内外 花园 、 屋顶花园 与 建筑 、 室内 生动 的 空间 关系 。 
 家居 	 清爽 的 夏天 携 童真 与 娇媚 而 来 ( 图 ) “ 糖果 色 ” ， 像 儿时 收集 的 糖纸 ， 在 这个 清爽 的 夏天 携 童真 与 娇媚 而 来 。 它 摒弃 了 以往 壁纸 的 厚重 色彩 与 沉闷 格调 ， 以 粉色 、 粉 蓝色 、 粉 绿色 、 粉 黄色 等 甜蜜 的 女性 色彩 为主 色调 。 
 家居 	 清爽 的 水 蓝色 是 多数 男性 偏爱 的 色彩 ( 图 ) 玻璃花 器 清爽 的 水 蓝色 是 多数 男性 偏爱 的 色彩 ， 一个 小小的 花瓶 给 空间 增加 了 色彩 上 的 活跃 感 ， 让 中性化 的 空间 不会 显得 沉闷 。 玻璃花 器 清爽 的 水 蓝色 是 多数 男性 偏爱 的 色彩 ， 一个 小小的 花瓶 给 空间 增加 了 色彩 上 的 活跃 感 ， 让 中性化 的 空间 不会 显得 沉闷 。 
 家居 	 清透 玻璃 灯罩 下 的 流光溢彩 ( 图 ) 清透 玻璃 灯罩 下 的 流光溢彩 搭配 重点 ： 和 大海 有关 的 装饰 元素 都 可以 作为 今夏 点缀 居室 的 小 饰品 。 将 透明 玻璃 花瓶 里 塞满 蓝绿色 玻璃 块 ， 然后 塞到 台灯 座 或 钟形 玻璃罩 下面 即可 。 随后 ， 你 还 可以 再 挑选 一个 用藤草 编制 的 储物 筐 当做 偏桌 ， 并 将 灯 摆放 在 上面 。 清透 玻璃 灯罩 下 的 流光溢彩 搭配 重点 ： 和 大海 有关 的 装饰 元素 都 可以 作为 今夏 点缀 居室 的 小 饰品 。 将 透明 玻璃 花瓶 里 塞满 蓝绿色 玻璃 块 ， 然后 塞到 台灯 座 或 钟形 玻璃罩 下面 即可 。 随后 ， 你 还 可以 再 挑选 一个 用藤草 编制 的 储物 筐 当做 偏桌 ， 并 将 灯 摆放 在 上面 。 
 家居 	 温存 优雅 的 恬淡 纯色 系 ( 图 ) 温存 优雅 的 恬淡 纯色 系 装修 风格 总会 让 人 觉得 干净 而 舒适 ， 让 我们 来 看看 美国 旧金山 的 一对 年轻夫妇 如何 装扮 他们 的 家 。 
 家居 	 温情 的 中式 生活 ( 组图 ) 番禺 路上 的 英式 连体 别墅 算是 上海 比较 低调 的 老洋房 了 ， 没有 “ 优秀 保护 单位 ” 之类 的 铜牌 ， 也 没有 高高 筑起 的 铁栏 和 密不透风 的 灌木 。 冬日 的 午后 ， 温存 的 阳光 ， 有 孩子 在 弄堂 里 嬉戏 ， 也 有 老伯 刚买 了 菜 慢慢 踱 回来 … … 不起眼 的 铁门 半掩 着 ， 走近 一看 ， Hepburn   家 的 门牌 像 隔壁 张家 李家 一样 亲切 地钉 在 门上 向 我们 问好 。   番禺 路上 的 英式 连体 别墅 算是 上海 比较 低调 的 老洋房 了 ， 没有 “ 优秀 保护 单位 ” 之类 的 铜牌 ， 也 没有 高高 筑起 的 铁栏 和 密不透风 的 灌木 。 冬日 的 午后 ， 温存 的 阳光 ， 有 孩子 在 弄堂 里 嬉戏 ， 也 有 老伯 刚买 了 菜 慢慢 踱 回来 … … 不起眼 的 铁门 半掩 着 ， 走近 一看 ， Hepburn   家 的 门牌 像 隔壁 张家 李家 一样 亲切 地钉 在 门上 向 我们 问好 。   番禺 路上 的 英式 连体 别墅 算是 上海 比较 低调 的 老洋房 了 ， 没有 “ 优秀 保护 单位 ” 之类 的 铜牌 ， 也 没有 高高 筑起 的 铁栏 和 密不透风 的 灌木 。 冬日 的 午后 ， 温存 的 阳光 ， 有 孩子 在 弄堂 里 嬉戏 ， 也 有 老伯 刚买 了 菜 慢慢 踱 回来 … … 不起眼 的 铁门 半掩 着 ， 走近 一看 ， Hepburn   家 的 门牌 像 隔壁 张家 李家 一样 亲切 地钉 在 门上 向 我们 问好 。   
 家居 	 温暖 中性 的 颜色 ( 图 ) 女性 的 世界 无一 不 与 色彩 产生 着 千丝万缕 的 联系 。 体现 在 家具 的 选择 上 ， 更是 各有所好 ： 甜甜蜜蜜 的 色彩 是 感性 女性 的 特征 ， 温暖 中性 的 颜色 则 是 沉稳 平和 的 女性 心头 最 爱 。 据介绍 ， 今 年春夏 服装 和彩妆 中 流行 的 带 着 透明 感觉 和 糖果 感觉 的 色彩 ， 比如 粉色 、 粉 蓝色 、 粉 绿色 、 粉 紫色 ， 在 家居饰品 中 也 流行 开来 。 这种 甜蜜 的 颜色 多 用于 窗帘 、 床上用品 、 桌布 、 靠垫 等 。 
 家居 	 温暖 动人 橙色 - 花样 美男 郑元畅 ( 图 ) 温暖 动人 橙色 — — “ 花样 美男 ” 郑元畅 郑元畅 时而 妖娆 、 时而 俊朗 ; 时而 搞笑 、 时而 深沉 ; 时而 幼稚 、 时而 成熟 ; 时 而是 一个 邻家 男孩 、 时 而是 一个 超级 巨星 ; 一个 典型 的 双子座 ， 一个 非典型 的 偶像 。 模特 出身 , 身材 一流 , 仿若 漫画 中 走 出来 的 花样 美男 与 温暖 动人 橙色 是 完美 搭配 。 
 家居 	 温暖 瑰丽 的 可爱 卧室 ( 图 ) 温暖 瑰丽 的 可爱 卧室 ， 随处可见 女孩儿 的 浪漫 。 
 家居 	 温暖 的 橘黄色 电视 背景墙 ( 图 ) 温暖 的 橘黄色 电视 背景墙 ， 让 整个 客厅 色彩 对比 强烈 、 明快 ， 虽然 家居 布局 全部 由 直线 勾勒 ， 但 沙发 和 墙体 颜色 的 选择 很 好 的 糅合 了 刚硬 的 直线 ， 可谓 刚柔并济 ， 纯净 的 灰色 ， 有 一种 细腻 的 柔美 。 
 家居 	 温暖 的 色调 搭配 ( 图 ) 深色 的 木料 与 温暖 的 色调 搭配 时 显得 更加 丰富 而 有 层次 。 对比 感让 两项 元素 更加 出 挑 ， 中立 色彩 的 寝具 在 不同 纹理 与 图案 的 点缀 下 显得 更加 活跃 。 
 家居 	 温特沃斯 ・ 米勒 生 在 英国 ( 图 ) 温特沃斯 · 米勒 1972 年 6 月 12 日生 在 英国 。 在 他 的 黑人 父亲 完成 在 英国 的 学业 之后 ， 他们 一家 回到 了 纽约 。 温特沃斯 · 米勒 在 布鲁克林 度过 了 他 的 童年 和 少年时代 ， 他 的 父亲 从 小时候 就 教育 他 “ 做 每一件 事 都 要 做到 最好 ， 不能 半途而废 ” 。 《 越狱 》 火 了 ， 米帅 也 火 了 。 温特沃斯 · 米勒 1972 年 6 月 12 日生 在 英国 。 在 他 的 黑人 父亲 完成 在 英国 的 学业 之后 ， 他们 一家 回到 了 纽约 。 温特沃斯 · 米勒 在 布鲁克林 度过 了 他 的 童年 和 少年时代 ， 他 的 父亲 从 小时候 就 教育 他 “ 做 每一件 事 都 要 做到 最好 ， 不能 半途而废 ” 。 高中毕业 后 ， 温特沃斯 · 米勒 选择 了 普林斯顿大学 。 1995 年温 特沃斯 · 米勒 从 普林斯顿大学 英国文学 专业 毕业 ， 从 纽约 去 了 洛杉矶 ， 开始 走向 艺术 之 路 。 
 家居 	 温 蓝色 浪漫 家居 布置   让 你 享受 阳光 ( 组图 )     春天 来 了 ， 千篇一律 的 绿色 家 看起来 总会 让 人 眼晕 ， 尝试 一种 浪漫 温情 的 色彩 。 看看 把 家 打 造成 淡淡的 温 蓝色 ， 将 是 多么 美妙 的 一件 事 。   这套 案例 的 设计师 是 朱力 。 它 看起来 有 一种 慵懒 的 气质 ， 就 像 刚刚 从 一个 甜美 的 梦境 中 醒来 ， 懒懒 的 伸 着 懒腰 。 温 蓝色 不急 不慢 地 衬托出 整个 家 的 纯净 。 
 家居 	 温馨 床头   我们 在家 度蜜月 ( 组图 ) 结束 了 甜蜜 的 蜜月旅行 ， 你们 是否 都 还 有些 意犹未尽 ？ 甚至 还 在 继续 想念 旅途 中 那些 醉人 的 风景 ？ 那么 ， 就让 我们 把 这份 想念 一股脑 搬回 卧室 吧 ！ 让 灵感 汇聚 在 你们 的 床头 ， 让 我们 继续 在家 度蜜月 ！ 
 家居 	 温馨 才 是 最 重要 的 风格 ( 图 ) 温馨 才 是 最 重要 的 风格 佟瑞欣 说 ， 房子 装修 的 时候 他 正在 外地 拍戏 ， 监工 之类 的 活 都 是 太太 完成 的 。 等 他 拍戏 回来 ， 房子 的 硬 装修 基本 完成 了 ， 他 又 和 太太 一起 完成 了 这个 家 的 室内 布置 和 装饰 。 夏菁 说 ： 其实 我们 没有 追求 什么 特别 的 风格 ， 最 主要 的 就是 想 弄 得 温馨 一些 。 其实 对家 来说 ， 温馨 不 就是 最 重要 的 风格 吗 ？ 
 家居 	 温馨 浪漫 装饰 欣赏   给 心放 一个 假 ( 组图 ) 真正 的 魅力 莫过于 这 款 漂亮 的 水晶灯 和 简约 的 装修 色调 ， 没有 浮华 ， 唯有 安静 。 美丽 的 花瓶 更是 给 卧室 注入 了 活力 和 浪漫 。 
 家居 	 温馨 生活 的 色彩 心理 解码 ( 图 ) 温馨 生活 的 色彩 心理 解码 房屋 的 结构 大体 分为 三个 不同 区域 。 在 这 三个 房间 里 ， 伏尔隆 也 充分发挥 了 对 色彩 的 整体 掌控 ， 把 外观 上 的 解构主义 ， 顺利 地 融入 到 内饰 的 搭配 之中 。 最 明显 的 就是 三种 色调 主题 的 合理 分布 。 
 家居 	 温馨 的 烛光   弥漫 的 鲜花 香气 ( 图 ) 温馨 的 烛光 ， 弥漫 的 鲜花 香气 ， 小资 般的 优雅 生活 ， 现在 在 140 平 的 空间 里 为 你 展现 一个 极致 的 精彩 的 小资 生活 ， 让 你 享受 非 一般 的 精致 生活 。   
 家居 	 温馨 美女 小 复式 房间 ( 图 ) 甜美 的 小家 ， 大大的 爱 ， 用   柔美 曲线 来 表现 其 妩媚 和 流动 。 秀 秀美 女 跳跃 小 复式 ， 可爱 、 温馨 到 不行 。   
 家居 	 温馨 舒适 的 墙面 上 粘贴 上 海螺 ( 图 ) 温馨 舒适 的 墙面 上 粘贴 上 海螺 、 贝壳 ， 别有 一番 情调 
 家居 	 温馨 舒适 的 窗帘 ( 图 ) 温馨 舒适 的 窗帘 可 为 卧室 营造 出 浪漫气息 ， 在 夏日 散发出 温暖 ， 任 窗外 冰天雪地 也 与 房内 的 人 无关 。 它 简约 的 设计 也 越来越 受到 追求 时尚 小资 们 的 喜爱 。 
 家居 	 湛蓝 色 的 海水   扬帆 起航 的 船只 ( 图 ) 湛蓝 色 的 海水 、 充满 趣味 的 海星 和 贝壳 、 扬帆 起航 的 船只 ， 一切 与 海 、 与 夏天 有关 的 元素 都 可以 在 这里 找到 。 家 ， 就是 如此 令 你 惊喜 。   
 家居 	 满庭芳   水仙 时节 ( 组图 ) 春天 到来 以前 ， 清香 怡人 的 水仙花 可以 让 萧瑟 的 冬日 变得 绿意 蒙蒙 ， 朝气蓬勃 ！ 从 深秋 到 初春 ， 你 可以 很 容易 的 把 它们 养在 室内 ， 只 需 将 球茎 埋入 土壤 或 细砾 中 ， 几周 后 他们 就 能 绽放 花朵 。 水仙花 大多 是 白色 的 ， 偶尔 你 也 能 找到 黄花 的 品种 。 
 家居 	 满眼 的 玫瑰   令人心醉 ( 图 ) 满眼 的 玫瑰 ， 令人心醉 ; 洁白 的 床 靠 包 ， 透着 清纯 的 美 ; 粉红 的 床品 披 着 一层 柔纱 ， 喜悦 的 心情 如同 即将 盛放 的 花蕾 。 
 家居 	 满眼 的 阳光   完整 纯粹 的 色彩 基调 ( 图 ) 满眼 的 阳光 ， 完整 纯粹 的 色彩 基调 。 同一 色系 的 色彩 元素 ， 却 包含 着 丰富 的 肌理 效果 。 不同 的 质地 ， 却 有着 细腻 ， 丰富 的 层次 。 室外 那 隐约 的 修竹 ， 升华 了 厨房 文化 ， 也 给 了 我们 健康 的 生活 导向 。 看似 舒适 随意 ， 在 空间 把握 与 风格 颜色 上 就 更 需要 功力 ， 用 灵动 的 设计 元素 ， 来 点燃 生活 的 激情 。 墙面 的 瓷砖 素洁 而 富于 变化 ， 色彩 含蓄 的 釉面砖 肌理 效果 与 橱柜 的 重色 对比 强烈 。 地面 选择 了 灰色 的 玻化砖 ， 无论 从 颜色 与 质地 上 都 与 橱柜 形成 了 互补 。 
 家居 	 漂亮 MM 绝对 不是 绣花枕头 ( 图 ) 绣花枕头 ， 表面 上 好看 ， 但 里面 装 的 是 一 草包 。 比喻 人 外表 上 好看 ， 但 实际上 没有 才能 。 但是 ， 新 时代 的 MM 们 ， 充分发挥 了 枕头 的 妙用 ， 打造 了 一个 又 一个 七彩 的 家 。 花 点 心思 ， 漂亮 MM 绝对 不是 绣花枕头 。 
 家居 	 漂亮 大气 的 女人 卧室 ( 图 ) 漂亮 大气 的 女人 卧室 ， 小 花朵 点缀着 温馨 的 家 。 
 家居 	 漂亮 夺目 的 餐具 涌现 ( 图 ) 漂亮 的 餐具 总能 让 人 胃口 大增 ， 在 2009 年 新春 ， 不少 漂亮 夺目 的 餐具 涌现 ! 
 家居 	 漂亮 家纺 品位 饰家 ( 组图 ) 漂亮 的 家 纺布艺 打造出 绝 美的 家居 ， 春夏 居室 布艺以 轻巧 优雅 的 造型 、 艳丽 的 色彩 、 和谐 的 色调 、 美丽 多变 的 图案 、 柔和 的 质感 给 居室 带来 了 明快 活泼 的 气氛 ， 符合 人们 崇尚 自然 ， 追求 休闲 、 轻松 、 温馨 的 心理 和 浓重 的 品位 。   
 家居 	 漂亮 条纹 灯罩 DIY   简单 制作 三部曲 ( 组图 ) 看 ， 这 漂亮 的 条纹 灯罩 ， 灵动 的 色彩 ， 是不是 你 也 想 拥有 呢 ？ 那么 首先 我们 就要 准备 好 所有 的 工具 ： 胶水 、 彩带 、 剪刀 。 选择 宽点 的 彩带 ， 对折 剪裁 成均 与 的 两段 ， 这样 不同 色彩 就 能 有 规律 的 重复 。 
 家居 	 漂亮 的 托斯卡纳 庭院 ( 图 ) 粗犷 风格   除了 粗犷 ， 大胆 之外 ， 没有 再 合适 的 词汇 能 描绘 这个 漂亮 的 托斯卡纳 庭院 了 。 从 庭院 规划 、 到 地面 和 墙壁 的 材质 选择 ， 再 到 户外 家具 和 绿植 的 搭配 ， 一切 看起来 都 十分 融洽 和谐 ， 大量 的 硬质 铺装 ， 红褐色 的 灰 泥墙 让 这个 庭院 充满 热带 魅力 ， 洋溢着 休闲 的 意大利式 风情 。   对比 手段   对比 ， 为 简单 的 庭院 注入 无限 活力 。 红色 的 灰泥 墙壁 和 大片 的 绿色植物 相映 生辉 ， 从 色彩 上 带来 惊艳 效果 ； 硬质 铺装 的 质感 与 花草 植物 在 材质 上 形成 一硬 一软 的 对比 ， 丰富 了 庭院 效果 。 地 台阶 的 直线 条 与 SPA 喷泉 池 和 墙面 、 门口 的 弧线 相互 映衬 ， 化解 了 硬 冷 的 感觉 。   空间规划   美丽 的 花园 ， 要 有 任人 休闲 、 娱乐 的 空间 才 是 完美 的 设计 。 这个 庭院 设置 有供 2 人 享用 的 SPA 喷泉 池 、 旁边 是 装饰 有 精致 马赛克 饰面 的 咖啡 桌 、 高出 地面 的 观景 休闲 区 ， 让 人 在 庭院 中 可以 会客 、 赏景 、 享受 咖啡 或是 SPA 按摩 ， 成为 室内空间 的 有效 延伸 。   节能 环保   托斯卡纳 风格 的 庭院 不仅 能 带给 人 度假 一般 的 悠闲 心情 ， 由于 地面 为 硬质 铺装 ， 又 采用 大量 耐旱植物 ， 因此 ， 基本 无需 特别 打理 ， 免去 了 平日 维护 的 时间 和 费用 ， 节约用水 ， 十分 环保 。   
 家居 	 漂亮 的 插画 作为 餐桌 的 中心 装饰 ( 图 ) 花园 主题 用 漂亮 的 插画 作为 餐桌 的 中心 装饰 ， 采用 高度 不同 的 鲜花 组合 搭配 ， 创造 出 花园 般的 气息 来 。 围坐在 这里 聚餐 ， 心情 一定 能 跟着 好 起来 。 
 家居 	 漂亮 的 鲜花 花瓣 ( 图 ) 完美 托盘 精致 的 玻璃 托盘 ， 中间 全部 是 漂亮 的 鲜花 花瓣 。 给 单调 的 托盘 以 生命力 ， 完美 的 装饰 ， 不 张扬 ， 但 却 具有 非常 优雅 的 魅力 。 
 家居 	 激情 卧室 氛围 就 这样 营造 ( 图 ) 红白 黄绿 ， 生机盎然 ， 激情 卧室 氛围 就 这样 营造 出来 了 。   
 家居 	 瀑布 中 畅浴 ( 图 ) 瀑布 中 畅浴 流畅 的 、 边缘 配以 趣味 小 碎花 的 波纹 形 设计 ， 保证 了 淋浴 盆 立足 部分 的 防滑 效果 ， 通过 柔和 流畅 的 表现形式 和谐 一体 ， 完美 地 引入 温馨 的 浴室 乐园 。 卡德 维 “ Ornament ” 防滑 图饰 淋浴 盆 
 家居 	 火宅 去 健康 来 ( 图 ) 贞子 别来 从 电视机 里 爬出来 的 恐怖 贞子 ， 大家 很难 忘怀 吧 ! 别以为 半夜 在 棉被 里 看 恐怖电影 很 有 气氛 ， 小心 电视机 就是 会 让 你 脑 神经衰弱 而 失眠 的 始作俑者 ， 原因 是 - 你 会 吓 到 自己 。 火宅 去 健康 来 人体 体内 本来 就 有 水火 二元 能量 在 不停 互动 ， 并且 同时 寻求 平衡 。 火宅 是 指 周遭 环境 被 静态 而 多 的 能量 所 围绕 的 房子 ， 例如 餐厅 。 火宅 通常 都 释放 了 超量 的 能量 ， 会远 过于 一般 人 所 需 ， 一般 水火 二元 平衡 的 人 住 到 火宅 ， 会 容易 上火 而 产生 内脏 生病 的 问题 ， 改善 方法 就是 多用 活水 或 植物 的 出现 来 化解 ， 例如 园艺 。 
 家居 	 火热 的 派对 气氛 ( 图 ) 火热 的 派对 气氛 ， 被 五彩缤纷 的 色彩 点缀着 ， 简单 的 主题 ， 有趣 的 印花 彩纸 ， 制成 不同 可爱 而且 精美 的 装饰品 ， 为 开心 的 派对 增加 欢乐气氛 。 
 家居 	 灯光 可 由 强光 改为 弱光 ( 图 ) 灯光 可 由 强光 改为 弱光 ， 尽量避免 橘红 等 色光 ， 不妨 使用 落地灯 、 隐藏式 光源 ， 来 加强 局部 照明 ， 使 房间 气氛 更为 柔和 。 亦可 将 灯罩 换成 翡翠 、 天蓝 等 冷色调 ， 来 改变 光源 效果 。   
 家居 	 灯光 布置 能 给 生活 带来 温馨 ( 图 ) 适宜 的 灯光 布置 能 给 生活 带来 温馨 、 安全 的 感觉 ， 同时 又 不会 给 我们 的 眼睛 和 身心 造成 负担 ， 但 并非 每个 人 都 是 用 灯 专家 ， 不当 的 方式 既 浪费 了 能源 ， 还 影响 健康 。 所以 ， 及时 掌握 几种 利用 光源 进行 的 小 改装 ， 让 我们 在 家中 开启 健康 的 视界 。 改装 一 ：   让 光线 自然 过渡 在 改装 时 ， 可以 用 一些 烘托 气氛 的 环境 照明 与 直 射灯 组合 使用 ， 它们 的 作用 不是 提供 高强度 的 照明 ， 而是 将 漫射 的 灯光 均匀 投射 到 房间 的 各个 角落 ， 柔和 的 光线 与 功能 照明 的 直射 光线 自然 过渡 ， 使人 在 视觉 上 感觉 舒适 。 
 家居 	 灯光 的 颜色 很 温馨 ( 图 ) 灯光 的 颜色 很 温馨 呢 。 
 家居 	 灯光 穿过 暖色 条纹 灯罩 ( 图 ) 灯光 穿过 暖色 条纹 灯罩 ， 温馨 、 温暖 而 又 温柔 。 
 家居 	 灯具 可以 选择 光线 柔和 的 ( 图 ) 3 . 灯具 可以 选择 一些 外形 线条 柔和 些 或者 光线 柔和 的 灯 ， 像 铁艺枝 灯 是 不错 的 选择 ， 有 一点 造型 、 有 一点 朴拙 。 
 家居 	 灯 洒下 的 光   又 明 又 热 ( 图 ) 家 的 感觉 ， 就是 那 点着 的 黄色 的 灯 。 灯 洒下 的 光 ， 又 明 又 热 。 裹 着 手里 的 书 和 手机 ， 都 变 暖烘烘 的 。 白天 的 忙碌 和 烦恼 ， 在 这里 都 可以 沉静 下来 。 
 家居 	 灯 的 形状 如 含苞待放 的 花朵 ( 图 ) 灯 的 形状 如 含苞待放 的 花朵 灯 的 形状 如 含苞待放 的 花朵 
 家居 	 灯饰 田园 风 席卷 夏日 ( 组图 ) 夏意 正浓 ， 如何 让 你 的 家居 拥有 夏日 清凉 ， 得 下点 功夫 。 田园 风 灯饰 的 点缀 可以 带来 意想不到 的 效果 ， 先 来 看看 几款 时尚 的 田园 风 灯饰 吧 ， 也许 你 能 从中 找到 灵感 ！ 
 家居 	 灯饰 的 种类 功能 及 选购 ( 组图 ) 构筑 小家庭 安乐窝 时 ， 灯饰 的 巧设 ， 光影 的 妙用 显得 非常 重要 。 因为 居室 中 不同 的 灯饰   光彩 ， 会 营造 出 不同 的 气氛 。 家庭 居室 常用 的 灯具 ， 根据 功能 及 布设 可 分 以下 几种 类型 ： 图为   灯饰 的 种类 功能 及 选购 吊灯 有 多头 吊灯 和 单头 吊灯 ， 前者 用于 客厅 ， 后者 用于 卧室 或 饭厅 。 有 的 将 灯泡 装在 乳   白 灯罩 内 ， 使 光线 散射 柔和 ， 有 的 罩 口朝下 ， 灯光 直接 照射 室内 ， 显得 光灿 明亮 。 还有 一种 罩 口 朝 上 ， 灯光 照 到 天花板 上 ， 然后 反射 下来 ， 以求 光线 扩散 均匀 ， 光度 稍弱 ， 柔和 悦目 。   多头 吊灯 有 多种 花卉 造型 的 磨砂玻璃 罩 灯 ， 有 一层 和 多层 之分 ， 颜色 有 无色 、 纯白 、 粉红 、 浅蓝 、 淡绿 、 金黄 、 奶白 以及 水晶灯 等 。 单头 吊灯 ， 多为 奶 白色 球形 吊灯 ， 或 花盆 形 吊灯 。   还有 一种 蛇形 管 可调 升降 的 吊灯 ， 有 一只 大 灯罩 ， 由 玻璃 或 塑料 两种 材料 制成 ， 灯泡 置于 罩 内 ， 灯罩 造型各异 ， 色彩 多样 ， 常用 来 装于 餐桌 上方 的 屋顶 。 台灯 用于 卧室 床头柜 、 矮柜 或 书房 写字台 ， 造型 色彩 千变万化 。 通常 分为 两种 类型 ： 工   艺 台灯 和 书写 台灯 。 工艺 台灯 有 玻璃 磨花 、 陶瓷 彩釉 、 景泰蓝 及 塑料 喷涂 制品 等 ， 强调 艺术 造型 和 装饰 效果 。 书写 台灯 有 金属 蛇皮 管 工作 台灯 、 夹式 弹簧 摇臂 悬吊 台灯 、 座式 可调 光全   塑 台灯 、 座式 可调 光 搪瓷 台灯 、 铜座 古典 台柱 槽 形单 瓷罩 台灯 、 槽 形双瓷 罩 台灯 、 古典 烛台 式 台灯 、 古典 煤油灯 式 台灯 、 双灯 头子 母式 玻璃 台灯 等 ， 功能 是 用于 阅读 、 书写 ， 灯罩 多为   不透光 或 半 透光 ， 以 使 光亮 集中 。 应 尽量 使用 白炽灯 泡 光源 ， 不宜 用 低瓦数 荧光 管灯 ， 否则 对 人 的 眼睛 会 有 不利 的 影响 。 天 花灯 又称 吸顶灯 ， 广泛 用于 门厅 、 过 道 、 厨房 、 浴厕 、 阳台 等 处 。 天 花灯 适用 于 中 低   档次 、 普通型 装饰 配套 。 灯罩 有 玻璃 和 PS 板 两种 ， 分 乳白 和 冰花 样式 ， 外形 有 方形 、 长形 、 圆形 、 球形 、 圆柱形 等 。 光度 柔和 、 均匀 、 造型 平实 、 大方 。 下照 灯全 藏式 或 半 藏式 下照 灯 ， 可 装饰 在 屋顶 、 床头 上方 、 橱柜 内 、 墙壁 等 处 ， 还 可以   吊挂 、 落地 、 悬空 。 门厅 、 客厅 、 卧室 的 顶棚 可装 数盏 长方形 、 管形 下 照灯 ， 浴室 内 装 玻璃罩 凹形 槽 下 照灯 ， 卧室 床 两侧 对称 安装 下 照壁 灯 ， 电视机 附近 装 淡绿色 罩 的 下 照壁 灯 。 雕塑   造型 的 下 照灯 更 像 艺术作品 ， 近年来 广受 人们 喜爱 。 路轨 射灯 纯白 或米 白色 金属 喷涂 或 搪瓷 制作 的 路轨 射灯 ， 投射 的 光束 可 集中 于 一幅 画 、   一座 雕塑 、 一 盆花 ， 乃至 主人 坐 的 转椅 后背 ， 最能 创造 出 多彩的 艺术 光影 效果 。 用于 客厅 、   门厅 、 卧室 ， 或设 一盏 ， 也 可设 多 盏 。 其 色彩 、 数量 、 位置 应 与 家具 色调 相一致 ， 高度 通常   在 顶棚 下 10 — 20 公分 处 ， 或 屋角 一隅 ， 功能 不取 其 照明 ， 而重 在 装饰 点缀 效果 。 灯罩 色彩 外面 呈 绿色 ， 内面 为 白色 的 槽 形 玻璃 灯罩 ， 对 眼睛 有 保健作用 ; 黑色 外皮 ， 白   色 衬里 的 金属 搪瓷 灯罩 ， 会 使 光度 聚集 ， 反射光 投 于 写字台 上 ， 有利于 书写 。 而 金属 不透光   灯罩 ， 四周 黑暗 ， 也 有利于 人 的 精力 集中 。   
